SECONDARY DESCRIPTION,LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,CATEGORY
96,96,1,1,333,8,9,6
261,108,0,0,1424,1,15,3
238,96,0,1,1113,28,8,6
238,47,0,0,2012,40,9,6
219,37,0,0,915,3,8,6
96,96,0,1,2011,40,9,6
285,22,1,1,825,16,24,2
108,16,0,0,1824,43,12,1
247,85,0,1,633,8,8,2
238,99,0,1,1723,33,9,6
115,122,1,0,322,6,19,0
265,111,0,0,1513,29,15,3
155,111,1,0,1122,28,19,0
122,111,0,1,1233,28,24,2
96,96,0,1,214,3,9,6
238,90,0,1,924,12,8,6
122,16,0,0,732,6,24,2
261,16,1,0,913,11,15,3
238,105,0,0,733,16,9,6
16,33,0,1,133,3,4,6
59,111,0,1,1634,30,7,3
122,96,0,1,2515,36,24,2
8,100,0,0,1731,30,3,6
238,38,0,0,1712,39,9,6
108,111,0,0,235,5,12,1
5,111,0,0,2024,48,3,6
271,14,1,0,313,20,16,4
238,96,0,1,322,6,8,6
238,43,0,0,1821,2,8,6
247,96,0,0,1131,28,8,2
262,16,0,0,225,20,24,3
238,106,0,0,822,14,8,6
64,90,0,0,1712,39,6,3
81,74,0,0,114,42,12,1
111,16,0,1,1522,29,5,3
59,67,0,0,1132,28,7,3
261,111,0,0,723,16,15,3
254,100,1,0,123,34,12,1
64,111,0,0,1124,28,6,3
36,96,0,0,623,17,24,2
5,111,1,0,222,5,3,6
59,96,0,0,2522,35,7,3
96,111,1,1,2433,48,9,6
238,111,0,0,2534,36,9,6
239,67,1,0,1531,37,19,0
185,122,0,1,1014,24,24,2
108,96,0,0,1111,37,12,1
238,16,0,0,1814,43,8,6
247,68,0,0,112,34,8,2
265,111,0,0,1732,45,15,3
261,97,0,0,812,13,15,3
174,111,1,0,1133,24,23,2
261,16,0,1,1531,37,15,3
99,96,1,1,724,16,21,2
258,111,0,0,235,5,15,3
238,106,0,0,324,8,9,6
247,45,0,0,2211,19,8,2
5,107,0,0,533,10,4,6
248,16,1,0,222,4,7,3
59,122,0,0,1832,42,7,3
64,111,1,0,2412,50,6,3
5,107,0,0,1924,44,4,6
238,16,0,0,1214,27,8,6
238,69,0,0,1623,45,9,6
102,111,1,0,1014,24,24,2
122,96,0,1,323,6,24,2
261,16,0,1,1034,24,15,3
45,16,0,0,112,34,12,1
108,16,0,0,1632,38,12,1
96,107,1,1,2423,49,9,6
5,14,0,0,1013,22,4,6
238,69,0,0,1931,32,8,6
23,107,1,0,732,6,9,6
248,111,0,0,2433,48,7,3
59,90,0,0,935,20,7,3
10,99,0,0,1122,27,4,6
55,108,0,0,624,8,5,3
238,98,1,1,512,9,8,6
260,107,1,0,1834,42,24,3
7,107,0,0,1624,38,4,6
238,111,0,0,1624,45,9,6
271,111,1,0,213,3,16,4
238,14,0,0,2514,30,9,6
130,16,0,0,1933,44,12,1
269,96,0,0,2411,50,5,3
238,22,0,0,234,4,8,6
5,97,0,0,213,3,3,6
183,16,0,1,432,10,21,2
254,100,1,0,1831,42,12,1
269,97,0,0,215,3,5,3
262,16,0,0,1033,25,24,3
182,96,0,0,1611,41,24,2
285,16,0,1,1513,29,24,2
224,14,1,0,1112,36,23,4
111,85,0,0,1424,1,5,3
116,16,0,0,2511,36,12,1
5,47,0,0,1115,28,3,6
8,16,0,0,422,7,4,6
262,96,0,0,623,17,24,3
252,43,0,0,1932,32,12,1
260,16,0,0,212,4,24,3
261,100,0,0,1423,26,15,3
238,107,0,0,1832,42,9,6
8,16,0,1,1524,37,3,6
197,111,1,0,1932,43,19,0
96,107,0,1,2032,40,9,6
116,85,0,0,2221,19,12,1
223,57,0,0,111,34,18,5
238,50,0,0,511,9,9,6
108,96,0,0,915,11,12,1
64,90,0,0,123,34,6,3
111,85,0,0,2523,31,5,3
96,111,0,1,634,6,9,6
34,96,0,1,1421,26,2,2
5,122,0,0,813,13,3,6
238,111,1,0,2514,31,9,6
197,111,1,0,423,7,19,0
113,16,0,0,421,7,11,1
122,96,0,1,433,10,24,2
238,52,0,0,1231,27,9,6
197,111,1,0,1823,27,19,0
108,85,0,0,1724,33,12,1
238,62,0,0,2533,37,9,6
185,111,1,1,824,15,24,2
81,85,0,0,2011,39,12,1
238,47,0,0,613,17,8,6
5,14,0,1,1115,28,3,6
247,96,0,0,414,8,8,2
5,111,0,0,1524,37,4,6
154,90,1,0,1115,28,19,0
55,16,0,0,2512,29,5,3
10,111,1,0,225,20,4,6
265,106,0,0,1211,36,15,3
122,85,0,0,1922,47,24,2
108,43,0,0,814,23,12,1
66,14,0,0,123,4,10,3
238,104,0,0,1713,33,8,6
169,23,0,0,1033,25,2,6
122,16,0,0,2024,48,24,2
96,111,1,1,2232,21,9,6
223,111,1,0,915,11,18,5
271,107,1,0,1512,29,16,4
238,98,0,1,813,13,8,6
238,47,0,0,1925,44,9,6
265,111,0,1,611,17,15,3
260,30,0,0,413,8,24,3
96,16,0,1,424,7,9,6
32,79,0,0,834,18,3,6
79,22,0,0,2521,31,11,1
265,90,0,0,1711,50,15,3
238,122,0,0,1915,46,9,6
5,73,0,0,411,8,4,6
130,96,0,0,222,5,12,1
6,88,0,0,1724,33,9,6
238,30,1,0,713,16,9,6
96,16,0,1,1921,32,9,6
247,96,0,0,511,9,8,2
238,105,0,0,133,3,9,6
261,16,0,0,1232,28,15,3
62,16,0,0,222,5,12,1
238,68,0,0,1135,28,8,6
8,80,0,0,1711,39,3,6
271,107,1,0,222,4,16,4
185,122,0,0,1112,27,24,2
238,16,1,1,232,20,8,6
116,16,0,0,1231,34,12,1
10,74,0,0,1834,42,4,6
265,99,0,0,313,20,15,3
5,100,0,0,124,28,4,6
108,16,0,0,324,7,12,1
238,122,0,0,1531,37,9,6
10,67,0,0,734,17,4,6
7,16,0,1,1614,41,4,6
265,97,0,0,1911,47,15,3
261,22,0,0,531,9,15,3
238,111,0,0,711,16,8,6
42,111,0,0,726,16,7,3
247,43,0,0,1113,28,8,2
255,57,0,0,2032,47,12,1
238,36,0,0,333,5,8,6
81,57,0,0,1232,34,12,1
265,16,0,0,1231,28,15,3
16,16,1,1,232,20,4,6
265,16,0,0,133,3,15,3
252,43,0,0,915,11,12,1
260,16,0,0,1235,25,24,3
11,16,0,0,1915,46,3,6
81,107,0,0,331,5,12,1
238,106,0,0,1231,34,9,6
269,16,0,0,131,34,5,3
122,96,0,1,821,12,24,2
96,111,0,1,1222,27,9,6
238,96,0,0,1233,25,9,6
238,16,0,0,925,20,9,6
116,107,0,0,1912,47,12,1
260,52,1,0,131,34,24,3
122,16,0,1,1931,32,24,2
238,96,0,1,1733,33,8,6
111,97,1,0,1434,32,5,3
284,111,1,0,814,22,24,2
55,97,0,0,322,6,5,3
261,100,0,0,1933,44,15,3
5,96,1,1,632,6,3,6
245,108,1,0,112,34,14,1
238,22,1,0,1431,1,9,6
3,45,0,0,1222,28,4,6
285,99,1,1,2513,29,24,2
262,96,1,0,1024,24,24,3
248,97,0,0,711,20,7,3
261,97,0,0,2424,49,15,3
199,107,1,0,1012,24,19,0
115,60,1,0,1633,30,19,0
42,111,0,0,1124,28,7,3
107,96,0,0,1624,38,12,1
64,111,0,0,223,4,6,3
261,16,0,1,1925,46,15,3
5,107,0,0,921,12,4,6
116,69,0,0,2222,21,12,1
107,16,0,0,1434,32,12,1
247,85,0,0,1423,26,8,2
107,96,0,0,1234,25,12,1
111,43,0,0,2515,31,5,3
5,96,0,0,1424,1,3,6
265,67,0,0,1935,43,15,3
91,99,0,0,411,8,7,3
265,111,1,0,1133,24,15,3
261,23,0,0,1622,45,15,3
238,16,0,0,1925,44,9,6
119,111,1,0,2233,21,24,2
265,90,0,0,1814,2,15,3
96,96,0,1,1532,28,9,6
140,16,0,1,732,6,8,2
42,122,0,0,2412,50,7,3
116,16,0,0,1821,2,12,1
10,107,0,0,914,11,4,6
271,37,1,0,533,10,16,4
261,67,0,0,332,5,15,3
181,16,0,0,1112,27,24,2
122,16,0,0,334,7,24,2
265,122,0,0,222,4,15,3
108,85,0,0,314,20,12,1
285,16,0,1,624,6,24,2
111,97,0,0,2011,50,5,3
123,43,0,0,2432,49,24,2
260,100,1,0,1731,30,24,3
113,38,0,0,212,3,11,1
113,107,0,0,2411,50,11,1
130,96,0,0,614,17,12,1
265,90,0,0,1014,24,15,3
102,111,1,0,2533,26,24,2
155,14,1,0,331,5,19,0
225,16,0,0,231,3,16,4
5,107,0,0,911,12,4,6
5,116,0,0,732,17,4,6
96,113,0,1,735,17,9,6
59,74,0,0,814,23,7,3
238,16,0,0,533,9,8,6
238,99,0,0,1234,25,8,6
81,81,0,0,122,34,12,1
238,33,1,0,533,10,9,6
115,96,1,0,925,15,19,0
113,22,0,1,1712,39,11,1
238,54,1,0,131,3,8,6
238,45,0,0,1623,45,9,6
261,96,0,0,1133,24,15,3
123,16,0,1,612,17,24,2
8,107,0,0,532,9,4,6
261,96,0,0,324,8,15,3
238,14,1,0,331,5,9,6
81,73,0,0,1023,28,12,1
285,96,0,0,1722,39,24,2
265,96,0,1,1633,30,15,3
123,16,0,0,331,5,24,2
238,45,0,0,823,14,9,6
271,106,1,0,621,17,16,4
5,111,0,0,933,20,4,6
115,116,1,0,1523,37,19,0
66,16,0,0,1112,27,10,3
261,85,0,0,223,20,15,3
238,96,0,1,1614,38,8,6
265,16,0,0,1933,44,15,3
248,14,0,0,2412,50,7,3
83,43,0,0,1214,27,15,3
59,111,1,0,622,21,7,3
116,16,0,0,1723,33,12,1
10,90,0,0,312,20,4,6
238,67,0,0,1221,27,8,6
111,97,0,0,1922,32,5,3
238,105,0,0,412,8,8,6
238,107,0,0,932,16,8,6
64,97,1,0,1923,44,6,3
293,107,0,0,1723,33,24,2
111,96,0,0,812,13,5,3
116,16,0,0,414,8,12,1
55,67,1,0,411,8,5,3
169,96,0,0,2535,26,2,6
265,96,0,0,1012,24,15,3
262,16,0,0,1022,24,24,3
169,85,0,0,1235,25,2,6
81,96,0,0,611,17,12,1
265,111,1,1,235,5,15,3
19,60,0,0,412,8,12,1
122,96,0,0,312,20,24,2
271,107,1,0,725,16,16,4
56,16,0,0,1724,33,2,6
199,111,1,0,1112,37,19,0
261,111,1,0,1135,28,15,3
247,16,0,1,431,7,8,2
5,16,0,1,522,21,3,6
99,111,1,0,1631,38,21,2
17,16,0,1,2523,31,4,6
199,14,1,0,1024,24,19,0
261,98,0,0,911,12,15,3
123,16,0,0,1211,36,24,2
262,96,1,0,232,20,24,3
23,96,1,1,724,16,9,6
238,31,1,0,1834,42,9,6
8,111,0,1,1235,25,3,6
247,111,0,1,421,7,8,2
96,96,0,1,911,12,9,6
262,16,0,0,1021,24,24,3
102,111,1,0,735,17,24,2
262,16,0,0,1232,28,24,3
5,111,0,0,222,5,3,6
273,111,0,1,1033,25,24,6
122,16,0,0,423,7,24,2
262,96,1,0,524,21,24,3
169,96,0,0,1431,1,2,6
238,108,0,0,2031,40,8,6
261,96,0,0,2412,50,15,3
5,111,0,0,831,17,4,6
91,14,0,0,1522,29,7,3
113,22,0,0,813,13,11,1
81,16,0,0,931,15,12,1
96,96,1,1,423,7,9,6
8,96,0,1,1114,28,3,6
5,16,0,0,731,6,3,6
111,16,0,0,224,3,5,3
85,105,0,0,433,10,18,5
108,96,0,0,513,21,12,1
269,16,0,0,1023,28,5,3
238,111,0,0,1215,1,9,6
238,99,0,0,2515,36,9,6
108,96,0,0,823,14,12,1
238,57,0,0,1834,42,8,6
255,54,0,0,1923,46,12,1
224,111,1,0,114,42,23,4
238,107,0,0,2011,40,8,6
238,43,0,0,1834,42,8,6
111,96,0,1,1631,38,5,3
265,67,0,0,2532,37,15,3
10,111,0,0,1123,28,4,6
123,16,0,0,1012,24,24,2
270,104,0,0,1225,27,16,4
55,100,0,0,1934,44,5,3
203,107,1,0,421,7,19,0
95,96,0,0,1434,1,18,2
140,16,0,0,333,5,8,2
59,116,0,0,1135,28,7,3
261,16,0,1,614,18,15,3
287,96,1,1,1631,38,24,2
271,111,1,0,1215,1,16,4
265,111,1,0,523,9,15,3
17,111,0,1,313,20,4,6
96,107,0,1,1423,26,9,6
10,96,0,0,624,6,4,6
261,108,0,0,131,34,15,3
157,96,1,0,725,16,19,0
247,105,0,0,123,4,8,2
261,96,0,1,811,23,15,3
8,96,0,1,1421,26,3,6
248,14,0,0,2532,37,7,3
8,69,0,0,814,23,3,6
247,16,0,1,1432,32,8,2
255,111,0,0,2413,50,12,1
5,14,0,0,2534,36,3,6
10,111,0,0,512,9,3,6
123,85,0,1,2514,30,24,2
276,111,1,0,1021,24,16,4
123,16,0,0,432,10,24,2
59,14,0,0,832,16,7,3
10,14,0,0,2233,21,4,6
265,16,0,0,831,16,15,3
83,41,0,0,123,4,15,3
72,107,0,0,2211,19,9,2
10,107,0,0,1433,1,4,6
238,107,0,0,1632,36,8,6
183,111,0,1,2534,36,21,2
238,92,0,0,1134,24,8,6
111,23,0,0,121,42,5,3
12,19,0,0,234,5,12,1
5,100,0,0,623,17,3,6
238,104,0,0,1233,28,9,6
11,111,0,0,133,4,4,6
81,73,0,0,235,5,12,1
111,43,0,0,131,3,5,3
169,96,0,0,1233,25,2,6
260,57,0,0,234,4,24,3
174,111,1,0,734,17,23,2
66,99,0,1,1132,24,10,3
10,16,0,0,223,4,3,6
111,97,0,0,513,9,5,3
238,69,0,0,912,12,9,6
271,98,1,0,524,21,16,4
5,107,0,0,2422,49,3,6
8,122,1,1,1232,34,3,6
269,123,0,0,2533,37,5,3
122,106,0,0,1925,44,24,2
111,108,0,0,1235,25,5,3
80,11,1,0,813,13,11,1
238,85,0,0,1225,27,8,6
255,100,0,0,112,34,12,1
265,111,0,1,1531,37,15,3
81,19,0,0,111,42,12,1
66,122,0,0,832,18,10,3
123,96,0,1,523,21,24,2
265,111,0,1,831,18,15,3
238,16,1,1,323,6,8,6
247,16,0,0,1122,28,8,2
16,111,0,1,114,42,4,6
285,111,1,1,724,16,24,2
17,16,1,1,1523,37,4,6
238,96,0,1,832,16,8,6
17,16,0,1,2431,49,4,6
91,111,0,0,1911,40,7,3
238,111,0,1,324,7,9,6
238,47,0,0,2515,37,9,6
265,96,0,0,532,9,15,3
122,96,0,0,1023,25,24,2
238,100,0,0,1112,37,8,6
197,96,1,0,513,9,19,0
96,16,1,1,915,3,9,6
122,96,0,0,1924,44,24,2
261,29,0,0,1732,35,15,3
7,111,1,0,1032,22,4,6
269,43,0,0,1223,27,5,3
96,96,0,1,331,5,9,6
59,111,1,0,1135,28,7,3
81,96,0,0,1214,27,12,1
285,96,1,1,2511,36,24,2
265,90,0,0,912,11,15,3
169,122,0,0,1633,38,2,6
261,96,0,0,621,17,15,3
199,14,1,0,531,9,19,0
269,16,0,0,1111,37,5,3
223,111,0,0,1134,24,18,5
89,16,0,0,1033,24,8,6
260,100,0,0,1833,2,24,3
238,107,1,0,124,28,9,6
5,111,0,0,222,4,3,6
238,104,0,0,2223,21,9,6
123,16,0,1,2422,49,24,2
108,96,0,0,233,20,12,1
75,96,0,0,222,4,12,1
258,54,0,0,1225,27,15,3
238,107,1,0,1031,22,8,6
271,111,0,0,1424,1,16,4
172,96,0,0,2422,49,18,2
113,43,0,0,1011,24,11,1
254,100,0,0,1424,1,12,1
238,57,0,0,2533,37,8,6
219,111,0,0,1113,28,9,6
91,96,0,0,833,18,7,3
181,107,0,1,1022,24,24,2
116,85,0,0,2515,30,12,1
96,122,0,1,2521,31,9,6
102,111,0,0,825,16,24,2
238,38,0,0,1434,32,9,6
5,16,0,1,2522,31,3,6
238,111,0,1,613,17,8,6
28,100,1,0,2031,40,3,6
247,96,0,1,423,10,8,2
238,14,0,0,1112,27,9,6
238,100,0,0,1215,1,8,6
238,22,0,0,1424,1,8,6
248,111,0,0,834,18,7,3
111,16,0,0,2413,40,5,3
59,96,0,0,2524,31,7,3
59,111,0,1,424,10,7,3
219,85,0,0,1211,26,9,6
247,122,0,1,1522,37,8,2
111,85,0,0,2533,36,5,3
238,16,0,1,824,14,9,6
115,122,1,0,1024,24,19,0
238,16,0,0,1812,43,8,6
225,111,0,0,815,22,16,4
59,99,0,0,1912,47,7,3
64,111,0,0,314,5,6,3
123,16,0,0,613,17,24,2
102,14,1,0,612,17,24,2
130,16,0,0,1533,28,12,1
203,16,1,0,1134,28,19,0
81,55,0,0,311,20,12,1
238,107,0,1,1131,28,8,6
238,96,0,0,1215,27,8,6
130,111,0,0,212,3,12,1
238,85,0,0,633,8,8,6
96,33,0,1,312,20,9,6
10,16,0,0,932,16,4,6
55,96,0,0,424,10,5,3
255,107,1,0,122,42,12,1
225,96,0,0,821,12,16,4
245,87,1,0,1034,25,14,1
123,16,0,1,311,20,24,2
123,83,0,1,1034,25,24,2
111,69,0,0,2515,36,5,3
238,16,0,1,814,22,8,6
8,105,0,0,2213,21,3,6
265,122,0,0,1221,27,15,3
203,52,1,0,634,9,19,0
183,96,0,1,511,9,21,2
157,90,1,0,611,17,19,0
261,107,0,0,1211,26,15,3
265,16,0,0,1634,31,15,3
238,16,0,1,2525,35,8,6
285,16,1,1,213,3,24,2
261,57,0,0,1622,45,15,3
203,107,1,0,933,20,19,0
96,107,0,1,913,11,9,6
42,111,0,0,222,5,7,3
203,14,1,0,1512,29,19,0
59,43,0,0,1654,41,7,3
181,96,0,1,432,10,24,2
111,45,0,0,531,9,5,3
108,68,0,0,723,20,12,1
123,79,0,0,2222,21,24,2
102,111,0,0,614,17,24,2
181,16,0,1,725,16,24,2
140,96,0,1,1412,35,8,2
85,96,0,1,1913,46,18,5
115,14,1,0,1112,37,19,0
123,16,0,1,414,8,24,2
238,96,0,0,824,15,8,6
238,108,0,0,322,6,8,6
8,23,0,0,914,11,4,6
269,96,0,0,1433,1,5,3
151,107,1,0,1112,37,19,0
174,67,1,0,2535,37,23,2
187,111,1,0,1235,25,24,2
8,96,0,1,522,21,4,6
111,100,0,0,1414,35,5,3
261,57,0,0,413,7,15,3
225,111,0,0,533,9,16,4
99,16,0,1,825,16,21,2
199,111,1,0,111,42,19,0
285,96,0,1,523,9,24,2
2,16,1,1,332,5,4,6
155,86,1,0,121,42,19,0
169,85,0,0,1814,43,2,6
260,69,1,0,1623,45,24,3
5,16,0,1,1823,27,3,6
130,96,0,0,825,16,12,1
238,99,0,0,911,12,9,6
75,16,0,0,1221,36,12,1
123,43,0,0,114,42,24,2
7,96,0,0,612,17,4,6
140,43,0,0,1531,37,8,2
238,16,0,0,2033,48,9,6
238,96,1,0,925,20,9,6
5,111,0,0,114,42,3,6
264,54,0,0,511,9,15,3
111,23,0,0,1934,44,5,3
238,122,0,0,1034,25,8,6
261,16,1,1,611,17,15,3
5,14,0,0,612,17,4,6
284,111,0,0,2515,36,24,2
62,16,0,0,231,3,12,1
238,16,0,0,931,20,8,6
238,54,0,0,113,4,9,6
96,16,0,1,212,3,9,6
269,100,0,0,1911,47,5,3
238,73,0,0,235,5,8,6
14,96,0,1,631,8,18,2
81,108,0,0,1733,33,12,1
238,106,0,0,1633,30,9,6
59,122,0,0,715,16,7,3
247,16,0,0,234,5,8,2
271,123,0,0,1122,28,16,4
123,96,0,0,532,9,24,2
238,111,0,1,613,17,9,6
8,14,1,0,2012,40,3,6
261,96,0,1,823,15,15,3
247,16,0,0,1034,25,8,2
81,111,0,0,1613,41,12,1
5,107,0,0,113,34,4,6
238,16,0,1,511,9,8,6
271,122,0,0,532,9,16,4
111,97,0,0,911,12,5,3
113,96,0,0,1524,37,11,1
169,85,0,1,1215,27,2,6
107,16,0,0,1914,46,12,1
238,69,0,0,2533,37,8,6
96,16,1,1,832,17,9,6
155,107,1,0,825,16,19,0
5,107,0,0,522,9,3,6
260,43,0,0,122,34,24,3
111,43,0,0,2533,36,5,3
72,73,0,1,235,5,9,2
225,14,0,0,825,16,16,4
196,14,1,0,1834,2,19,0
111,100,0,0,2024,48,5,3
227,122,1,0,933,20,23,2
5,16,0,1,722,6,3,6
181,16,0,0,733,16,24,2
261,43,0,0,1925,46,15,3
122,96,0,0,1623,45,24,2
122,16,0,0,331,5,24,2
271,111,0,0,1532,37,16,4
261,54,0,0,724,16,15,3
248,111,0,0,2024,48,7,3
8,48,0,0,1925,46,3,6
96,16,1,1,331,5,9,6
269,16,0,0,1922,47,5,3
224,111,1,0,1121,27,23,4
238,96,0,0,811,13,8,6
107,16,0,0,225,20,12,1
224,88,1,0,224,3,23,4
55,16,0,0,334,5,5,3
8,16,0,1,2514,30,3,6
6,33,0,0,1233,28,9,6
238,107,0,0,223,3,8,6
10,111,0,0,132,3,4,6
111,16,1,0,1913,46,5,3
238,68,0,0,313,20,9,6
238,80,0,1,2223,21,8,6
122,43,0,0,1924,44,24,2
238,79,1,0,1631,38,9,6
19,16,0,0,1924,44,12,1
59,96,0,0,724,17,7,3
265,43,0,0,1232,34,15,3
59,85,0,0,614,17,7,3
261,111,0,0,424,10,15,3
10,18,0,0,314,5,4,6
262,16,0,0,1925,44,24,3
238,96,0,0,823,23,8,6
238,111,0,1,1234,25,8,6
258,47,0,0,424,10,15,3
233,67,1,0,2223,21,24,2
238,98,0,0,1225,27,9,6
238,99,0,1,835,18,9,6
116,22,0,0,924,12,12,1
8,107,0,1,1132,28,4,6
271,111,1,0,831,16,16,4
238,47,0,0,933,20,9,6
10,111,0,0,231,3,4,6
59,111,0,1,1522,29,7,3
238,16,0,0,234,4,8,6
99,90,0,0,622,21,21,2
106,83,0,0,835,18,12,1
247,85,0,0,1925,46,8,2
238,105,0,0,931,12,8,6
238,23,1,0,1832,42,9,6
261,122,0,0,523,9,15,3
238,16,1,1,321,5,9,6
261,71,0,0,124,28,15,3
255,111,0,0,1833,2,12,1
261,14,0,0,414,8,15,3
238,16,0,0,2523,31,8,6
238,106,0,0,235,5,8,6
238,96,0,1,634,9,8,6
5,67,1,0,921,12,3,6
238,16,0,1,1213,1,8,6
10,96,0,1,2013,48,4,6
7,106,0,0,314,20,4,6
169,16,0,0,722,20,2,6
8,107,0,0,1021,24,3,6
265,96,0,1,2232,9,15,3
111,108,1,0,815,14,5,3
59,59,0,0,611,17,7,3
96,111,1,1,1225,28,9,6
108,16,0,0,132,3,12,1
87,96,0,1,424,7,18,2
248,116,0,0,611,17,7,3
265,16,0,0,2521,31,15,3
265,90,0,0,2432,49,15,3
130,22,0,0,2413,40,12,1
285,96,0,1,715,15,24,2
10,16,0,1,1133,24,3,6
238,96,0,1,1633,30,8,6
248,111,0,0,1533,28,7,3
238,16,0,1,2524,35,8,6
238,85,0,1,723,16,8,6
238,47,0,0,631,6,9,6
195,14,1,0,1223,27,19,0
175,111,1,0,1133,24,23,2
248,111,0,0,2535,26,7,3
265,90,0,0,531,9,15,3
248,96,0,0,522,21,7,3
285,96,0,1,724,16,24,2
116,96,0,0,1613,41,12,1
269,16,0,0,233,5,5,3
122,96,0,0,2521,31,24,2
247,111,0,0,1914,46,8,2
10,90,0,0,1512,29,4,6
260,108,0,0,631,6,24,3
111,108,0,0,632,6,5,3
265,107,0,0,821,12,15,3
96,16,1,1,2533,36,9,6
130,108,0,0,1834,2,12,1
130,16,0,0,2523,31,12,1
260,22,0,1,121,42,24,3
42,14,0,0,2522,26,7,3
119,111,1,0,2223,21,24,2
208,0,1,0,713,16,19,0
262,96,0,0,1123,28,24,3
261,16,1,0,2433,40,15,3
108,16,0,0,2233,21,12,1
169,83,0,0,1513,29,2,6
260,40,0,0,1014,24,24,3
96,16,1,1,2523,31,9,6
116,16,0,0,214,4,12,1
265,111,0,0,2031,40,24,3
261,25,0,0,2233,21,15,3
119,107,1,0,2024,48,24,2
258,54,0,0,1221,27,15,3
8,33,0,1,533,10,3,6
261,45,0,0,323,6,15,3
116,96,0,1,1232,25,12,1
181,4,0,0,1654,41,24,2
219,50,0,0,925,20,8,6
203,90,1,0,734,17,19,0
122,106,0,0,833,23,24,2
269,16,0,0,1021,24,5,3
238,16,0,1,711,20,8,6
158,122,1,0,1024,22,19,0
164,111,1,0,122,34,19,0
10,16,0,1,424,7,4,6
271,111,0,0,1131,28,16,4
261,100,0,0,1723,33,15,3
66,122,0,0,711,20,10,3
123,74,0,1,2011,40,24,2
195,111,1,0,732,6,19,0
238,107,0,0,2433,40,8,6
55,96,1,0,2221,21,5,3
261,97,0,0,1722,39,15,3
265,120,0,0,726,17,15,3
10,96,0,1,815,22,4,6
130,69,0,0,323,6,12,1
266,111,0,0,1034,25,7,3
257,7,1,0,813,13,24,3
126,96,0,1,634,9,5,3
96,107,0,1,1224,27,9,6
265,96,0,0,212,3,15,3
102,14,1,0,1422,26,24,2
102,111,0,0,1634,30,24,2
238,39,0,0,632,6,9,6
5,111,1,0,734,17,3,6
247,16,0,1,712,16,8,2
122,16,0,0,234,5,24,2
285,16,1,1,413,8,24,2
219,105,0,0,1531,37,8,6
116,16,0,0,1235,25,12,1
96,81,1,1,1235,25,9,6
113,43,0,0,624,6,11,1
238,43,0,0,2514,31,8,6
20,79,0,0,1021,24,4,6
96,16,0,1,1633,36,9,6
261,16,0,1,1111,37,15,3
62,55,0,0,924,15,12,1
225,107,0,0,2412,50,16,4
113,22,0,0,2413,50,11,1
5,111,0,0,1434,32,3,6
59,111,0,0,1822,2,7,3
262,16,0,1,1234,25,24,3
238,106,0,0,834,18,9,6
116,107,0,0,1911,40,12,1
261,113,0,0,2023,48,15,3
238,23,0,0,1424,1,9,6
238,74,0,1,1831,42,8,6
10,88,0,0,1423,26,4,6
265,90,0,0,823,14,15,3
174,111,1,0,2013,48,23,2
73,16,0,1,1124,28,18,2
225,90,0,0,1225,27,16,4
265,85,0,0,833,18,15,3
238,96,0,0,1034,24,9,6
102,90,0,0,331,5,24,2
130,85,0,0,815,23,12,1
238,90,0,0,1031,22,9,6
8,111,0,1,1123,28,3,6
59,116,0,0,1032,22,7,3
8,16,1,1,1012,24,3,6
262,16,0,1,612,17,24,3
247,73,0,1,235,5,8,2
116,96,0,0,1612,41,12,1
285,43,0,1,911,12,24,2
96,90,0,1,714,16,9,6
59,96,0,0,433,10,7,3
265,122,0,0,1233,28,15,3
238,111,1,0,622,21,8,6
238,69,0,0,1923,44,8,6
261,111,0,0,1023,25,15,3
238,90,0,0,1034,28,8,6
260,100,1,0,832,16,24,3
72,16,0,1,312,20,9,2
238,16,0,0,1031,22,9,6
254,100,0,0,813,13,12,1
225,14,0,0,332,5,16,4
85,74,0,0,411,8,18,5
2,16,1,1,1123,28,4,6
10,67,0,0,731,6,4,6
20,96,1,1,433,10,4,6
108,96,0,0,1124,28,12,1
265,111,0,0,821,12,15,3
238,90,0,0,813,13,9,6
234,96,1,0,732,6,24,2
10,111,1,0,211,4,4,6
238,111,0,1,2412,50,9,6
5,107,0,0,1831,42,3,6
66,43,1,0,311,20,10,3
122,96,0,0,422,7,24,2
238,60,0,0,2213,19,9,6
253,78,0,0,114,42,12,1
10,111,0,0,1115,28,4,6
260,107,1,0,1132,24,24,3
247,16,0,0,812,13,8,2
96,83,0,1,1612,41,9,6
261,16,1,1,1623,45,15,3
123,96,0,0,2525,35,24,2
2,16,0,1,224,3,4,6
269,96,0,0,714,16,5,3
238,16,0,0,1012,24,9,6
261,83,0,0,2411,50,15,3
269,85,0,0,122,42,5,3
238,107,0,0,1033,24,8,6
219,73,0,0,2031,40,8,6
5,111,1,0,731,6,3,6
252,117,0,0,2011,40,12,1
261,16,0,1,812,13,15,3
225,111,0,0,934,20,16,4
196,111,1,0,1613,41,19,0
238,109,0,0,1225,27,9,6
106,96,0,0,433,10,12,1
36,96,0,0,1622,45,24,2
42,14,0,0,2424,49,7,3
238,39,0,0,1112,27,9,6
108,33,0,0,212,3,12,1
185,111,0,0,1531,37,24,2
261,98,0,0,1135,28,15,3
261,21,1,0,821,14,15,3
255,111,0,0,2012,40,12,1
288,16,1,1,2024,48,24,2
219,107,0,0,2431,49,9,6
